game,,2020,Sun, Apr 12, 2020,,Minnesota Timberwolves,,Los Angeles Lakers,,,,
game,,2020,Mon, Apr 13, 2020,,Miami Heat,,Charlotte Hornets,,,,
game,,2020,Mon, Apr 13, 2020,,Brooklyn Nets,,Cleveland Cavaliers,,,,
game,,2020,Mon, Apr 13, 2020,,Boston Celtics,,Detroit Pistons,,,,
game,,2020,Mon, Apr 13, 2020,,San Antonio Spurs,,Indiana Pacers,,,,
game,,2020,Mon, Apr 13, 2020,,Orlando Magic,,Chicago Bulls,,,,
game,,2020,Mon, Apr 13, 2020,,Phoenix Suns,,Houston Rockets,,,,
game,,2020,Mon, Apr 13, 2020,,Philadelphia 76ers,,Memphis Grizzlies,,,,
game,,2020,Mon, Apr 13, 2020,,Washington Wizards,,New Orleans Pelicans,,,,
game,,2020,Mon, Apr 13, 2020,,Utah Jazz,,Oklahoma City Thunder,,,,
game,,2020,Mon, Apr 13, 2020,,Dallas Mavericks,,Denver Nuggets,,,,
game,,2020,Mon, Apr 13, 2020,,Portland Trail Blazers,,Golden State Warriors,,,,
game,,2020,Mon, Apr 13, 2020,,Minnesota Timberwolves,,Los Angeles Clippers,,,,
game,,2020,Tue, Apr 14, 2020,,Toronto Raptors,,Miami Heat,,,,
game,,2020,Tue, Apr 14, 2020,,Detroit Pistons,,New York Knicks,,,,
game,,2020,Tue, Apr 14, 2020,,Denver Nuggets,,Utah Jazz,,,,
game,,2020,Tue, Apr 14, 2020,,Sacramento Kings,,Los Angeles Lakers,,,,
game,,2020,Wed, Apr 15, 2020,,Cleveland Cavaliers,,Atlanta Hawks,,,,
game,,2020,Wed, Apr 15, 2020,,Chicago Bulls,,Boston Celtics,,,,
game,,2020,Wed, Apr 15, 2020,,Milwaukee Bucks,,Brooklyn Nets,,,,
game,,2020,Wed, Apr 15, 2020,,Oklahoma City Thunder,,Dallas Mavericks,,,,
game,,2020,Wed, Apr 15, 2020,,Memphis Grizzlies,,Houston Rockets,,,,
game,,2020,Wed, Apr 15, 2020,,New York Knicks,,Minnesota Timberwolves,,,,
game,,2020,Wed, Apr 15, 2020,,Toronto Raptors,,Orlando Magic,,,,
game,,2020,Wed, Apr 15, 2020,,Charlotte Hornets,,Philadelphia 76ers,,,,
game,,2020,Wed, Apr 15, 2020,,New Orleans Pelicans,,San Antonio Spurs,,,,
game,,2020,Wed, Apr 15, 2020,,Indiana Pacers,,Washington Wizards,,,,
game,,2020,Wed, Apr 15, 2020,,Los Angeles Lakers,,Phoenix Suns,,,,
game,,2020,Wed, Apr 15, 2020,,Los Angeles Clippers,,Portland Trail Blazers,,,,
game,,2020,Wed, Apr 15, 2020,,Golden State Warriors,,Sacramento Kings,,,,
